,Latitude,Longitude,cord
1295,43.3465464,-72.9965342,Danby
1296,35.3784666,-94.3996456,Fort Smith
1297,38.9933654,-76.88333238304114,Greenbelt
1298,44.87472425,-93.31028390831297,Minneapolis (Richfield)
1299,27.6387163,-80.3975399,Vero Beach
1300,32.8204073,-85.1721628,Valley (Langdale)
1301,36.334911500000004,-86.70533913302022,Goodlettsville
1302,40.9115386,-73.7826363,New Rochelle
1303,42.3875968,-71.0994968,Somerville
1304,32.8342952,-97.2289029,North Richland Hills
1305,38.7902503,-90.7033292,O Fallon
1306,31.1871319,-94.7810412,Diboll
1307,33.5778818,-101.2855737,Crosby
1308,39.26243505,-76.48705853403081,Dundalk
1309,46.7918564,-64.06301679150738,Northport
1310,39.212436,-84.4608030070975,Cincinnati (Arlington Heights)
1311,34.5136823,-102.882997,Bovina
1312,38.6361197,-96.6752855,Wilsey
1313,29.8119769,-95.3741247,Harris (county)
1314,34.9809996,-79.2241998,Raeford
1315,43.0125142,-87.9725861,Milwaukee (West Milwaukee)
1316,33.6624824,-85.8283224,Anniston
1317,37.0841838,-94.5133385,Joplin
1318,38.1805693,-99.098713,Larned
1319,30.2840655,-91.2370772,Plaquemine
1320,39.5298185,-114.8899563,White Pine
1321,41.8425197,-89.4814291,Dixon
1322,36.1476399,-80.2415712,Forsyth
1323,39.842920500000005,-82.81594617222837,Canal Winchester
1324,33.571979,-95.0429674,Red River
1325,34.2006479,-90.5702071,Clarksdale
1326,30.4954748,-97.9233468,Jonestown
1327,47.4799078,-122.2034496,Renton
1328,41.9589158,-90.0992924,Thomson
1329,34.5827699,-117.409215,Adelanto
1330,39.8695516,-104.985181,Thornton
1331,43.7533414,-88.4493796,Fond Du Lac
1332,39.6581425,-78.928357,Frostburg
1333,37.4863239,-122.232523,Redwood City
1334,39.7284945,-121.8374777,Chico
1335,34.8177387,-90.30747360289473,Robinsonville (Tunica Resorts)
1336,30.4112904,-88.8279165,Ocean Springs
1337,27.9014133,-81.5859099,Lake Wales
1338,35.4396625,-95.9865145,Henryetta
1339,36.0404992,-115.18531983268689,Las Vegas (Enterprise)
1340,30.6743643,-96.3699632,Bryan
1341,35.01096025,-118.19028326663798,Mojave
1342,34.0026005,-85.0416133,Rockmart
1343,44.0364973,-69.9720794,Bowdoin
1344,33.242412,-82.22987809984025,Keysville
1345,32.831238,-85.7635692,Dadeville
1346,21.4454875,-158.18782389776402,Waianae
1347,34.2345615,-118.5369316,Northridge
1348,32.7867697,-79.7880359,Isle Of Palms
1349,52.2881045,8.9168852,Minden
1350,42.6741189,-82.902901,Macomb
1351,42.689151,-84.2832798,Williamston
1352,25.8575963,-80.2781057,Hialeah
1353,41.7003302,-88.0717708,Bolingbrook
1354,14.6151189,-88.80798382506958,San Pedro
1355,48.1651194,-65.8655584,New Richmond
1356,26.2378597,-80.1247667,Pompano Beach
1357,42.3472406,-89.0389956,Machesney Park
1358,50.1060835,1.8337029,Abbeville
1359,37.2689131,-99.3267808,Coldwater
1360,42.7320307,-84.4721678,East Lansing
1361,41.4899827,-71.3137707,Newport
1362,39.0288809,-104.4830238,Peyton
1363,36.1995269,-83.7418507,Luttrell
1364,32.2690953,-102.6042447,Andrews
1365,34.0696501,-118.3963062,Beverly Hills
1366,34.815158,-79.1837649,Red Springs
1367,52.3472138,-114.1766304,Half Moon Bay
1368,34.051522,-118.129807,Monterey Park
1369,38.7469948,-90.2401117,Saint Louis (Moline Acres)
1370,37.7023903,-113.08490952670252,Cedar City (Enoch)
1371,55.069836,-3.6092292,Dumfries
